frowning,fraʊnɪɳ
family pteroclididae,fæmʌlɪptɛroʊklɪdaɪdeɪ
hideout,haɪdaʊt
phonophobia,foʊnʌfoʊbiʌ
anhimidae,ænhimɪdeɪ
doctor of laws,dɑktɜɑflɔz
quail at,kweɪlæt
hideous,hɪdiʌs
western isles,wɛstɜnaɪlz
genus thalictrum,dʒɛnjʌsθælɪktrʌm
phone bill,foʊnbɪl
vertigo,vɜtɪgoʊ
wild cinnamon,waɪldkɪnʌmʌn
carbineer,kɑrbaɪnɪr
expiration,ɛkspɜeɪʃʌn
anesthetize,ænʌsθɛtaɪz
inoculate,ɪnɑkjʌleɪt
pilot biscuit,paɪlʌtbɪskʌt
deserving,dɪzɜvɪɳ
cetacean,sɪteɪʃʌn
paramyxovirus,pɜæmɪksoʊvaɪrʌs
standard deviation,stændɜddivieɪʃʌn
stuffing box,stʌfɪɳbɑks
dkg,dkg
president george w. bush,prɛzʌdɛntdʒɔrdʒjubʊʃ
touter,taʊtɜ
oestridae,oʊstrɪdeɪ
dkl,dkʌl
hard candy,hɑrdkændi
bosna i hercegovina,bɑznaɪhɛrtsʌgoʊvinʌ
continuous tense,kʌntɪnjuʌstɛns
dkm,dkm
guzzle,gʌzʌl
whit-tuesday,wɪtuzdi
madonna lily,mʌdɑnʌlʌli
trust corporation,trʌstkɔrpɜeɪʃʌn
suborder sauropoda,sʌbɔrdɜsɔrʌpɑdʌ
dle,dʌl
serinus,sɜinʌs
hottentot bread,hɑtʌntʌtbrɛd
shoal,ʃoʊl
slick down,slɪkdaʊn
nymphomaniacal,nɪmfoʊmeɪniækʌl
red buckeye,rɛdbʌkaɪ
bulrush millet,bʊlrʌʃmilɛt
dynast,daɪnʌst
shoat,ʃoʊt
devil tree,dɛvɪltri
crap shooting,kræpʃutɪɳ
caruncle,kɜʌɳkʌl
subphylum urochorda,sʌfʌlʌmʊrʌkɔrdʌ
firelighter,faɪɜlaɪtɜ
turning away,tɜnɪɳʌweɪ
artamus,ɑrteɪmʌs
londoner,lʌndʌnɜ
dmd,dmd
dip circle,dɪpsɜkʌl
cordgrass,kɔrdgræs
genus delphinapterus,dʒɛnjʌzdɛlfɪnæptɜʌs
ebony,ɛbʌni
visually challenged,vɪʒwʌlɪtʃælɪndʒd
adjusting entry,ʌdʒʌstɪɳʌntri
oligarchical,oʊlɪgɑrkɪkʌl
greenish-gray,grinɪʃgreɪ
collogue,kʌloʊg
clothespress,kloʊðzprɪs
pay off,peɪɔf
dmz,dmz
foreclosure,fɔrkloʊʒɜ
uterus,jutɜʌs
eighty-two,eɪtitu
dna,dnʌ
prunus besseyi,prunʌsbɛsi
greatest common divisor,greɪtʌstkɑmʌndʌvaɪzɜ
tephrosia purpurea,tɛfroʊʒʌpɜpɜiʌ
refrigerator cookie,rɪfrɪdʒɜeɪtɜkʊki
d'oyly carte,dɔɪlikɑrt
souari tree,suɜɪtri
ampersand,æmpɜsænd
sound hole,saʊndhoʊl
streep,strip
dynamo,daɪnʌmoʊ
aleksandr borodin,ælʌksændɜbʌroʊdɪn
grass vetchling,græsvɛtʃlɪɳ
greek monetary unit,grikmɑnʌtɛriʌnɪt
dipladenia,dɪplʌdiniʌ
dod,dɑd
genus jatropha,dʒɛnjʌsmdʒætrʌfʌ
mountain pride,maʊntɪnpraɪd
doc,dɑk
playbill,pleɪbɪl
doe,doʊ
fewest,fjuʌst
doh,doʊ
dog,dɔg
doj,dɔdʒ
genus seriphidium,dʒɛnʌsɜɪfɪdiʌm
ningirsu,nɪɳɜsu
behaviouristic,bɪheɪvjɜɪstɪk
doi,dɔɪ
chimaphila umbellata,tʃɪmæfaɪlaʊmbɛlɑtʌ
dol,dɑl
spotted fever,spɑtɪdfɛvɜ
trading,treɪdɪɳ
don,dɑn
cognovit judgement,kɑgnɔvɪtdʒʌdʒmʌnt
folium,foʊliʌm
inhalation anesthesia,ɪnʌleɪʃʌnænɪsθiʒʌ
crayfish,kreɪfɪʃ
dot,dɑt
african tea,æfrɪkɑntiʌ
dos,dɔs
burnup,bɜnʌp
elephas maximus,ɛlʌfæzmæksʌmʌs
akhenaton,ækʌnætʌn
genus mertensia,dʒɛnjʌsmɛrtɛnsiʌ
stream,strim
bottomland,bɑtʌmlænd
retail merchant,riteɪlmɜtʃʌnt
ethyne,ɛθaɪn
feast of dormition,fistʌfdɜmɪʃʌn
stickle,stɪkʌl
dph,df
half binding,hæfbaɪndɪɳ
defoliation,dɪfoʊlieɪʃʌn
church of the brethren,tʃɜtʃɔfθbrɛðrʌn
coropuna,kɔrʌpʌnʌ
dr.,dr
leftfield,lɛftfild
shona,ʃoʊnʌ
isthmus of kra,ɪsmʌsʌfkrʌ
at close range,ætkloʊzɜæɳ
aircraftsman,ɛrkræftsmʌn
glandulae cervicales uteri,glændʒʌlisɜvʌkʌlɛsutɛri
koasati,koʊɑsɑti
tall bilberry,tɔlbɪlbɛri
estradiol patch,ɛstrɑdioʊlpætʃ
gregarinida,grʌgɛrinidʌ
old world buffalo,oʊldwɜldbʌfʌloʊ
hindustani,hɪndustɑni
versifier,vɜsʌfaɪɜ
personality assessment,pɜsʌnælɪtjʌsɛsmʌnt
genus sonora,dʒɛnʌsʌnɔrʌ
werfel,wɜfʌl
discreet,dɪskrit
peacetime,pistaɪm
satureja douglasii,sætʃɜidʒædʌglʌsi
undeferential,ʌndɪfɜɛnʃʌl
greenish-grey,grinɪʃgri
ovis canadensis,oʊviskænʌdɛnsʌs
philosophers' wool,fʌlɑsʌfɜzwul
sans serif,sænsɜif
monocanthus,mɑnʌkɑnθuz
stall-fed,stɔlft
mortar fire,mɔrtɜfaɪr
doppler shift,dɔpʌlʃɪft
incorruptness,ɪnkɜʌptnʌs
tadarida brasiliensis,tʌdærʌdæbrʌzɪliɛnsʌs
silver-leaved,sɪlvɜlivd
shogi,ʃoʊgi
unerringly,ʌnɛrɪɳli
carpet beetle,kɑrpʌtbitʌl
order alcyonaria,ɔrdɜælsiʌnɛriʌ
superior planet,supɪriɔrplænʌt
academic session,ækʌdɛmɪksɛʃʌn
tribune,trɪbjun
expectant,ɪkspɛktʌnt
babbitt metal,bæbʌtmɛtʌl
family mucoraceae,fæmʌlimukɔrɑseɪɑ
break of day,breɪkoʊfdeɪ
exoergic,ɛksoʊɜdʒɪk
cyanide,saɪʌnaɪd
dry,draɪ
offertory,ɔfɜtɔri
streak,strik
immunogenic,ɪmjunoʊdʒɛnɪk
gilbert murray,gɪlbɜtmɜi
handsomely,hænsʌmli
mintmark,mɪntmɑrk
chromatographical,kroʊmætʌgræfɪkʌl
dsl,diɛsɛ
litany,lɪtʌni
consubstantiate,kʌnsʌbstæntʃieɪt
alcea,ælsiʌ
rhus ovata,rusʌvɑtʌ
melia azedarach,mɛljʌeɪzɪdɑrɑk
jewish rye,dʒuɪʃraɪ
princess grace of monaco,prɪnsɛsgreɪsʌvmoʊnɑkoʊ
desipramine,dɪsɪprʌmaɪn
fricassee,frikɑsi
alces,ælsʌz
polysyllabically,pɑlisɪlæbɪkli
eggwhisk,ɛgwɪsk
cobbler's last,kɑblɜzlæst
umbria,ʌmbriʌ
indispensability,ɪndɪspɛnsʌbɪlɪti
ebola,iboʊlʌ
oratorio,ɔrʌtɔrioʊ
self-opinionated,sɛlfʌpɪnjʌneɪtɪd
astreus pteridis,ʌstriuzptɛrɪdɪs
basic dye,beɪsɪkdi
schizopoda,skɪtsʌpɑdʌ
dts,dts
simple absence,sɪmplibsʌns
adenopathy,ʌdɛnʌpæθi
triggerman,trɪgɜmʌn
tylenchus tritici,taɪlʌntʃʌstrɪtitʃi
yellow bile,jɛloʊbʌl
avionics,eɪviɑnɪks
pigeon-pea plant,pɪdʒʌnpiplænt
baby's room,beɪbiʌzrum
dub,dʌb
quinacrine,kwɪnʌkraɪn
avowal,ʌvaʊʌl
take a chance,teɪkʌtʃæns
dud,dʌd
nimbus cloud,nɪmbʌsklaʊd
edward morley,ɛdwɔrdmɔrli
bavaria,bʌvɛriʌ
diethylstilbestrol,diθʌlstɪlbɪstroʊl
due,du
nourished,nɜɪʃt
dug,dʌg
shearwater,ʃɪrwɔtɜ
four-centered arch,fɔrsɪntrɪdɑrtʃ
holy trinity,hoʊlitrɪnʌti
swietinia mahogani,switɪnaɪʌmʌhɑgʌni
dun,dʌn
shoji,ʃoʊdʒi
pumpkin,pʌmpkɪn
duo,duoʊ
necropolis,nʌkrɑpʌlʌs
crusty,krʌsti
tunny,tʌni
pistoleer,pɪstʌlɪr
avowed,ʌvaʊd
epirus,ɛpɪrʌs
hatful,hætfʌl
dwarf chinkapin oak,dwɔrfkɪɳkʌpɪnoʊk
dvd,divid
bound morpheme,baʊndmɔrfim
fistulate,fɪstʃʌleɪt
capital of oman,kæpɪtʌlɔfoʊmʌn
coracias garrulus,kɔrɑsiʌsgɛrʌlʌs
meniscectomy,mɛnɪskɛktʌmi
magnetic,mægnɛtɪk
orbit,ɔrbʌt
kitty-cat,kɪtikæt
wild sarsparilla,waɪldsɑrspɜɪlʌ
coup de main,kupdʌmeɪn
salutary,sæljʌtɛri
devaluation,dɪvæljueɪʃʌn
ice pick,aɪspɪk
etanercept,ɛtʌnɜsɛpt
adult female body,ʌdʌltfɛmʌlbɑdi
broad-leaved,brɔdlivd
prevision,privɪʒʌn
foreknowledge,fɔrɛknɑlɪdʒ
cress plant,krɛsplænt
old-maidish,oʊldmeɪdɪʃ
quaternary ammonium compound,kwɑtɜnɛriæmʌnʌmkɑmpaʊnd
rhizoctinia,raɪzoʊktiniʌ
commercial traveler,kʌmɜʃʌltrævʌlɜ
weakly interacting massive particle,wikljintɜæktɪɳmæsɪvpɑrtʌkʌl
euphonical,jufɔnʌkʌl
ministry,mɪnʌstri
amidship,ʌmɪdʃɪp
verb phrase,vɜbfreɪz
william byrd,wɪljʌmbɜd
invective,ɪnvɛktɪv
examiner,ɪgzæmʌnɜ
electrostatic printer,ɪlɛktroʊstætɪkprɪntɜ
genus anhima,dʒɛnjʌsænhimʌ
filing cabinet,faɪlɪɳkʌbɪnɪt
ravaging,rævɪdʒɪɳ
rhincodontidae,raɪnkoʊdɑntɪdeɪ
rue anemone,ruʌnɪmoʊn
partition,pɑrtɪʃʌn
true marmoset,trʊmɑrmʌzɛt
musingly,mjuzɪɳli
hallowmass,hæloʊmæs
oligarch,oʊlɪgɑrk
electric automobile,ɪlɛktrɪkɔtoʊmoʊbil
examinee,ɪgzæmʌni
cable system,keɪbʌlsɪstʌm
teucrium,tɔɪkriʌm
thomas young,tɑmʌsjʌɳ
belittling,bɪlɪtʌlɪɳ
sticker,stɪkɜ
bundling,bʌndʌlɪɳ
drilling,drɪlɪɳ
seducer,sɪdusɜ
dedicate,dɛdʌkeɪt
dye,daɪ
stardust,stɑrdʌst
mustela rixosa,mʌstɪlɜɪksoʊsʌ
avower,ʌvaʊɜ
texas tortoise,tɛksʌstɔrtʌs
impart,ɪmpɑrt
neuroleptic drug,nʊrʌlɛptɪkdrʌg
holophyte,hɑlʌfaɪt
lysimachia terrestris,laɪsɪmʌkaɪʌtɜɛstrɪs
gunnar myrdal,gʌnɑrmɜdʌl
statute of limitations,stætʃutiɔflɪmɪteɪʃʌnz
pentobarbital sodium,pɛntoʊbɑrbʌtʌlsoʊdiʌm
starving,stɑrvɪɳ
electric fire,ɪlɛktrɪkfaɪr
cattie,kæti
itinerant,aɪtɪnɜʌnt
american smokewood,ʌmɛrɪkʌnsmoʊkwʊd
corn campion,kɔrnkæmpiʌn
sunburned,sʌnbɜnd
foreknow,fɔrknoʊ
gulf war syndrome,gʌlfwɜsɪndroʊm
malacca cane,mʌlækʌkeɪn
german bee,dʒɜmænbi
stationary,steɪʃʌnɛri
swiftly,swɪftli
identikit,aɪdɛntɪkɪt
neurogenesis,nʊroʊdʒɛnʌsʌs
union of burma,junjʌnɔfbɜmʌ
port-access coronary bypass surgery,pɔrtʌksɛskɔrʌnɛribɪpæʃsɜdʒɜi
sunniness,sʌninʌs
abstract expressionism,æbstræktɛksprɛʃʌnɪzʌm
matsyendra,mætʃjɛndrʌ
richness,rɪtʃnʌs
revitalisation,rivaɪtʌlɪzeɪʃʌn
bronchial,brɑntʃiʌl
disarray,dɪsɜeɪ
warwick,wɔrwɪk
strekelia,strɛkiljʌ
discrete,dɪskrit
family rhinotermitidae,fæmʌliraɪnoʊtɜmɪtɪdeɪ
coefficient,koʊʌfɪʃʌnt
vanquishable,væɳkwɪʃʌbʌl
myanmar monetary unit,mjɑnmɑrmɑnʌtɛriʌnɪt
division chlorophyta,dɪvɪʒʌnklɔrʌfɪtʌ
haplopappus,hæplʌpæpʌs
genus meryta,dʒɛnjʌsʌmɜɪtʌ
distillery,dɪstɪlɜi
prison house,prɪzʌnhaʊs
kwanza,kwɑnzʌ
factory-made,fæktɜimeɪd
magneton,mægnʌtɑn
neckpiece,nɛkpis
academic gown,ækʌdɛmɪkgaʊn
eunectes murinus,junɛktʌsmʊrinʌs
hamitic language,hæmɪtɪklæɳgwʌdʒ
orthopnea,ɔrθʌpniʌ
defenceless,dɪfɛnslʌs
untraceable,ʌntreɪsʌbʌl
mackinaw boat,mækʌnɔboʊt
whorled caraway,wɜldkɑrʌweɪ
alkalimetry,ælkʌlaɪmʌtri
voider,vɔɪdɜ
democratic front for the liberation of palestine,dɛmʌkrætɪkfrʌntfɔrθɛlɪbɜeɪʃʌnoʊfpælʌstaɪn
open-face sandwich,oʊpʌnfeɪsɪsændwɪtʃ
blister beetle,blɪstɜbitʌl
genus burmeisteria,dʒinʌsbɜmaɪstɛriʌ
halophile,hælʌfaɪl
self-condemnation,sɛlfkɑndʌmneɪʃʌn
skin-diver,skɪndaɪvɜ
goatee,goʊti
rocky mountain sheep,rɑkimaʊntɪnʃip
wrongness,rɔɳnʌs
relational,rileɪʃʌnʌl
stannite,stænɪt
tribute,trɪbjut
puritanically,pjʊrʌtænɪkli
mental hygiene,mɛntælhaɪgin
rank-order correlation coefficient,ræɳkɔrdɜkɔrʌleɪʃʌnkoʊʌfɪʃʌnt
tropaeolum minus,trʌpiɑlʌminʌs
partitive,pɑrtʌtɪv
metamorphopsia,mɛtʌmɔrfʌpsjʌ
progne,prɑgn
xanthate,zænðʌt
bedder,bɛdɜ
itinerary,aɪtɪnɜɛri
pugnacious,pʌgnæʃɪs
herb tea,hɜbtiʌ
distributively,dɪstrɪbjutɪvli
cleopatra,kliʌpætrʌ
jirrbal,dʒɪɜbʌl
apheresis,æfɪrʌsɪs
cirsium flodmanii,sɜsiʌmflɑdmæni
clematis ochreleuca,klɛmʌtɪsʌkrɛlukʌ
bedded,bɛdɪd
misocainea,mɪsoʊkeɪniʌ
schlep,ʃlɛp
longshot,lɔɳʃɑt
tritium,trɪtiʌm
tung-oil tree,tʌɳgɔɪltri
branchy,bræntʃi
lao-tzu,leɪoʊzu
very well,vɜiwɛl
exceptional,ɪksɛpʃʌnʌl
even-toed,ɪvɛntoʊd
check girl,tʃɛkgɜl
cattle,kætʌl
impala,ɪmpɑlʌ
skulking,skʌlkɪɳ
undynamic,ʌndaɪnæmɪk
sand hopper,sændhɑpɜ
unsportingly,ʌnspɔrtɪɳli
dustcart,dʌstkɑrt
impale,ɪmpeɪl
pay out,peɪaʊt
splinter group,splɪntɜgrup
quandong,kwɑndoʊɳ
itinerate,aɪtɪnɜʌt
pork loin,pɔrklɔɪn
convince,kʌnvɪns
recoilless,rikɔɪllʌs
blintze,blɪntz
fag end,fægʌnd
propellent,prʌpɛlʌnt
pinocytosis,pɪnʌsaɪtoʊsʌs
unanswered,ʌnænsɜd
haftarah,hæftærʌ
pimiento,pɪmintoʊ
plug in,plʌgɪn
gas-discharge tube,gæsdɪstʃɑrdʒɪtjub
epacris family,ɛpækrʌsfæmʌli
eas,iz
ear,ir
ticket stub,tɪkʌtstʌb
eat,it
covalent,koʊvɑlʌnt
snobbish,snɑbɪʃ
hominine,hɑmʌnaɪn
rhodymenia,roʊdimɛniʌ
ernst mach,ɜnstmʌk
snobbism,snɑbɪzʌm
dallier,dæliɜ
anesthetist,ænʌsθɛtɪst
lepidochelys,lɛpɪdɑkɪliz
ebb,ɛb
mountain blue berry,maʊntɪnblubɛri
diddly-shit,dɪdliʃɪt
crazy house,kreɪzihaʊs
whiteness,waɪtnʌs
anadiplosis,ænʌdɪploʊsɪs
ebn,ɛbn
genus anagyris,dʒɛnjʌsænʌgɪrɪs
may wine,meɪwaɪn
genus dama,dʒɛnjʌsdɑmʌ
nyasaland,njɑsɑlʌnd
ebs,ɛbz
ebv,ɛbv
parasitic worm,pɛrʌsɪtɪkwɜm
family rhodymeniaceae,fæmʌliroʊdimɛniɑtʃeɪɑ
incarnation,ɪnkɑrneɪʃʌn
homologous,hɑmɑlʌgʌs
bobcat,bɑbkæt
ecc,ɪk
decolour,dikʌlɜ
change of state,tʃeɪndʒoʊfsteɪt
ecg,ɛkg
missile defense system,mɪsʌldɪfɛnsʌsɪstʌm
ecf,ɛkf
gadoid,gʌdɔɪd
ordinal number,ɔrdʌnʌlnʌmbɜ
eck,ɛk
vamoose,vʌmus
ecm,ɛkm
anesthetise,ʌnɛsθʌtʌs
william james durant,wɪljʌmjɑmɛsdʊrʌnt
serratus posterior,sɛreɪtʌspɔstɪrjɜ
femoral,fɛmɜʌl
catsup bottle,kɛtʃʌpbɔtʌl
ect,ɛkt
cyanite,saɪʌnaɪt
enquirer,ɪnkwaɪrɜ
keel over,kilʌvɜ
etiolate,itiʌleɪt
common divisor,kɑmʌndʌvaɪzɜ
vigil light,vɪdʒʌllaɪt
soil profile,sɔɪlproʊfaɪl
brown coal,braʊnkoʊl
edd,ɛd
aberration,æbɜeɪʃʌn
instigant,ɪnstɪgʌnt
glass-cutter,glæskʌtɜ
thrush,θrʌʃ
edp,ɛdp
edo,idoʊ
eds,ɛdz
thrust,θrʌst
vowel system,vaʊʌlsɪstʌm
squeezer,skwizɜ
television antenna,tɛlʌvɪʒʌnɑntɛnʌ
copartnership,koʊpɑrtnɜʃɪp
eec,ɪk
palau islands,pʌlaʊɪslʌndz
pennines,pɛninz
dredge up,drɛdʒʌp
splotched,splɑtʃt
eeg,ig
congratulations,kʌngrætʃʌleɪʃʌnz
lao-tse,leɪoʊz
thorn-tipped,θɔrntɪpt
tankage,tæɳkʌdʒ
eel,il
untying,ʌntiɪɳ
straw vote,strɔvoʊt
seed catalogue,sidkætʌlɔg
o. henry,oʊhɛnri
tear apart,tɛrʌpɑrt
front tooth,frʌnttuθ
test case,tɛstkeɪs
prairie dock,prɛridʌk
straight face,streɪtfeɪs
overfeed,oʊvɜfid
eff,ɛf
advantage,ædvæntɪdʒ
circulatory system,sɜkjʌlʌtɔrisɪstʌm
wheelless,willʌs
grey wolf,greɪwʊlf
genus salamandra,dʒɛnjʌsælʌmændrʌ
intracerebral,ɪntrɑsɛrʌbrʌl
american sycamore,ʌmɛrɪkʌnsɪkʌmɔr
inoculant,ɪnɑkjʌlʌnt
battle of tewkesbury,bætʌlɔftuksbɛri
eft,ɛft
bacteriolysis,bæktɪriɑlʌsʌs
genus stegosaurus,dʒɛnjʌstɛgʌsɔrʌs
golden-green,goʊldʌngrin
platycladus orientalis,plætaɪklʌdʌsɔriɛntʌlɪs
anionic,ænaɪɔnɪk
hypericum calycinum,haɪpɜɪkjumkælaɪsinʌm
thinkable,θɪɳkʌbʌl
communist,kɑmjʌnʌst
dark-haired,dɑrkhɛrd
dairy cow,dɛrikaʊ
rioting,raɪʌtɪɳ
egg,ɛg
curtainless,kɜteɪnlʌs
ego,igoʊ
cross-fertilize,krɔsfɜtʌlaɪz
unleavened,ʌnlɛvʌnd
greenskeeper,grinzkipɜ
divinatory,dɪvaɪnʌtɔri
esquimau,eɪskwimoʊ
checkered daffodil,tʃɛkɜɛdæfʌdɪl
genus fragaria,dʒɛnjʌsfrægɛriʌ
intertidal,ɪntɜtaɪdʌl
free enterprise,friɑntɜpraɪz
ehf,ɛf
auburn,ɑbɜn
snobbery,snɑbɜi
st. thomas and principe,stθoʊmɑsændprɪnsʌpi
agnize,ægnaɪz
center field,sɛntɜfild
economy,ɪkɑnʌmi
congenerous,kʌndʒɛnɜʌs
community,kʌmjunʌti
bignoniaceae,bɪgnʌnaɪʌkii
propellant,prʌpɛlʌnt
genus plecotus,dʒɛnjʌsplɛkoʊtʌs
petting zoo,pɛtɪɳzu
shoehorn,ʃuhɔrn
homemaker,hoʊmmeɪkɜ
mark twain,mɑrktweɪn
xerophilous plant,zɪrɑfɪlʌsplænt
eib,eɪb
boston,bɑstʌn
voter turnout,voʊtɜtɜnaʊt
exhale,ɛksheɪl
wasabi,wʌsɑbi
taxicab,tæksikæb
peasant's revolt,pɛzʌntsrivoʊlt
low-birth-weight infant,loʊbɜθweɪtɪnfɑnt
rodgers,rɑdʒɜz
sida spinosa,saɪdʌspɪnoʊzʌ
drilled,drɪld
abrasion,ʌbreɪʒʌn
us senate,ʌsʌneɪt
ostensive definition,ɑstɛnsɪvʌdɛfʌnɪʃʌn
granola bar,grʌnoʊlʌbɑr
laparoscope,læpɜɑskoʊp
shirtdress,ʃɜtdrɛs
hitchrack,hɪtʃræk
angle-park,æɳgʌlpɑrk
qandahar,kændʌhɑr
stylemark,staɪlʌmɑrk
worldly goods,wɜldligʊdz
laparoscopy,læpɜɑskʌpi
bush-league,bʊʃlig
little bighorn river,lɪtʌlbʌghɔrnraɪvɜ
malay archipelago,mʌleɪʌrkʌpɛlʌgoʊ
take the fifth,teɪkʌθʌfɪfθ
beguiler,bɪgaɪlɜ
dactylomegaly,dæktɪlʌmɛgʌli
electronic database,ɪlɛktrɑnɪsdætʌbeɪs
turin,tjʊrɪn
ridiculous,rɪdɪkjʌlʌs
communise,kɑmjʌnʌs
ku klux klan,kʌklʌksklʌn
shoddily,ʃɑdʌli
scale of c major,skeɪliʌfkmʌdʒɔr
american revised version,ʌmɛrɪkʌnrivaɪzʌdvɜʒʌn
gene tunney,dʒʌnɛtʌni
communism,kɑmjʌnɪzʌm
halogeton,hælʌdʒɛtʌn
whole-wheat,hoʊlwit
athrotaxis selaginoides,æθroʊtæksʌsʌlædʒʌnɔɪdz
ekg,ɛkg
body part,bɑdipɑrt
communion,kʌmjunjʌn
errand,ɛrʌnd
family primulaceae,fʌmɪliprɪmjʌlʌseɪɑ
kinesis,kɪnʌsʌs
fall in,fælɪn
mollify,mɑlʌfaɪ
cornishwoman,kɔrnɪʃwʊmʌn
chivaree,tʃivɜi
unaffixed,ʌnʌfɪkst
william shakespeare,wɪljʌmʃeɪkspir
beurre noisette,bɜʌnɔɪzɛt
bolt of lightning,boʊltoʊflaɪtnɪɳ
shred,ʃrɛd
string out,strɪɳaʊt
ela,ɛlʌ
eld,ɪld
elf,ɛlf
ramjet engine,ræmdʒɛtɛɳgini
family arcellidae,fæmʌljɑrsʌlɪdeɪ
round trip,raʊndtrɪp
comprehensive examination,kɑmprihɛnsɪviɪgzæmʌneɪʃʌn
ell,ɛl
genus drymarchon,dʒɛnjʌsdrimɑrtʃʌn
minister,mɪnɪstɜ
duffel bag,dʌfʌlbæg
elk,ɛlk
eln,ɛln
elm,ɛlm
bayberry tallow,beɪbɛritæloʊ
shrew,ʃru
befouled,bɪfaʊld
anemone sylvestris,ænɪmoʊnsɪlvɛstrɪs
perejil,pɜɛdʒil
typewriter,taɪpraɪtɜ
thundershower,θʌndɜʃaʊwɜ
umteen,ʌmtin
tinnevelly senna,tɪnʌvʌlisɛnʌ
yakety-yak,jækʌtaɪjæk
heaviside,hɛvʌsaɪd
errant,ɛrʌnt
mark antony,mɑrkæntʌni
emg,ɛmg
emf,ɛmf
endoergic reaction,ɛndoʊɜdʒɪkriækʃʌn
slender wild oat,slɛndɜwɪldoʊt
catsup,kɛtʃʌp
veronica chamaedrys,vɜɑnɪkʌʃæmeɪdɜiz
accordionist,ʌkɔrdiʌnʌst
saleslady,seɪlzlʌdi
least of all,listʌfɔl
chief constable,tʃifkɑnstʌbʌl
emu,imju
televangelist,tɛlʌvændʒʌlʌst
calabar-bean vine,kælʌbɑrbinvaɪn
acocanthera oblongifolia,ækoʊkɑnθɜaʊblɔɳɪfoʊliʌ
precisely,prɪsaɪsli
mordvinian,mɔrdvɪniʌn
percolation,pɜkʌleɪʃʌn
strand,strænd
pocket lighter,pɑkʌtlaɪtɜ
deathly,dɛθli
constituent,kʌnstɪtʃuʌnt
picturing,pɪktʃɜɪɳ
hoffa,hɔfʌ
televangelism,tɛlʌvændʒʌlɪzʌm
creative activity,krieɪtɪviæktɪvʌti
left wing,lɛftwɪɳ
end,ɛnd
when the time comes,wɛnθɛtaɪmkʌmz
ene,ɛn
forty,fɔrti
preoccupation,priɑkjʌpeɪʃʌn
fumaric acid,fjumɜɪkæsʌd
odobenidae,oʊdɑbʌnɪdeɪ
summer savoury,sʌmɜsʌvɔri
enl,ɛnl
pyrolytic,pɪrʌlɪtɪk
cremains,krɪmeɪnz
southwester,saʊθwɛstɜ
forum,fɔrʌm
weimar,vaɪmɑr
bird-scarer,bɜdskɛrɜ
highly infective,haɪliɪnfɛktɪv
professional organisation,prʌfɛʃʌnʌlɔrgʌnɪzeɪʃʌn
under-the-table,ʌndɜθʌtʌbʌl
rectosigmoid,rɛktoʊsɪgmɔɪd
lackadaisically,lækʌdeɪzɪkli
loafer,loʊfɜ
discretionary,dɪskrɛʃʌnɛri
airsickness,ɛrsɪknʌs
carolina chickadee,kɛrʌlaɪnʌtʃɪkʌdi
cupressus macrocarpa,kʌprɛsʌsmʌkroʊkɑrpʌ
referable,rɛfɜʌbʌl
placido domingo,plæsɪdʌdoʊmɪɳgoʊ
eon,iʌn
rajput,rɑdʒpʊt
psychological warfare,saɪkʌlɑdʒɪkʌlwɔrfɛr
thunnus alalunga,θʌnusɑlɑluɳgʌ
eos,iɑs
mifepristone,mifeɪpristoʊn
ballistic trajectory,bʌlɪstɪktrʌdʒɛktɜi
diamond jubilee,daɪmʌndʒubʌli
hepatic duct,hʌpætɪkdʌkt
power failure,paʊɜfeɪljɜ
bermuda cedar,bɜmjudʌsidɜ
agnise,ægnaɪz
epa,ipieɪ
family cistaceae,fæmʌlaɪsɪsteɪʃʌ
genus oncorhynchus,dʒɛnjʌsʌkɔɪntʃʌs
abrasive,ʌbreɪsɪv
government department,gʌvɜmʌntdɪpɑrtmʌnt
epi,ɛpi
stand back,stændbæk
mirabilis,mɪrɑbʌlɪs
laurus,lɔrʌs
harpy bat,hɑrpibæt
luxury liner,lʌgʒɜilaɪnɜ
forte,fɔrteɪ
forth,fɔrθ
cherry laurel,tʃɛrilɑrʌl
bahrain dinar,bɜeɪndɪnɜ
fringed pink,frɪɳdpɪɳk
wyler,waɪlɜ
power station,paʊɜsteɪʃʌn
rhus laurina,rʌslɔrinʌ
roll in the hay,rɑlɪnθɪheɪ
around the bend,ɜaʊndθʌbɛnd
union jack,junjʌndʒæk
viscum,vɪskʌm
march out,mɑrtʃaʊt
police squad,pʌlisʌskwɑd
tv set,tʌvsɛt
asynchronous transfer mode,eɪsɪɳkrʌnʌstrænsfɜmoʊd
gruiformes,gruʌfɔrmz
islet,aɪlɪt
turps,tɜps
iontotherapy,aɪʌntoʊθɛrʌpi
genus salicornia,dʒɛnjʌsælɪkɔrniʌ
bosie ball,bɑsibɔl
home loan,hoʊmloʊn
desoxyribonucleic acid,dɪsɑksiraɪboʊnukleɪɪkæsʌd
era,ɛrʌ
melodramatic,mɛlʌdrʌmætɪk
erg,ɜg
bimolecular,baɪmʌlɛkjʌlɜ
genus lindera,dʒinʌslɪndɜʌ
ern,ɜn
james whitcomb riley,dʒeɪmzwɪtkʌmbrɪli
kettle hole,kɛtʌlhoʊl
err,ɛr
lowliness,loʊlinʌs
ert,ɜt
polygonatum commutatum,pʌlɪgʌnʌtumkɑmjʌteɪtʌm
